id,document_number,window_number,pair_number,text,label
122.13.195,122,13,195," במה מתבטא ה""המשך"", כלומר, מה הם ה""תנאים הניתנים לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק [א1] מדובר [/א1] בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים מוקדמים בשנה אחת. לדוגמה, אם בתוכנית רגילה יכול החוסך לצאת מן התוכנית כעבור שנתיים, כאשר הבנק משלם לו 59% מן הריבית וההצמדה שנצברו בתכנית ""המשך"" הוא רשאי לצאת עם נזק כנ""ל כבר אחרי שנה אחת; אם בתוכנית הרגילה יקבל החוסך ריבית שנתית בשיעור של אחוז שלם (ולא חצי אחוז, כפי שהבינה החוסכת בטעות) לאחר שיתמיד בחיסכון שלוש שנים חוסך בתוכנית המשך [א2] יתעשר [/א2] באחוז אחד לשנה כבר אחרי שנתיים.",BEFORE
2.10.79,2,10,79," היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה [א1] מיועד [/א1] לשבירת כוחות חזקים ממך). האויב אמנם נשבר; קרב המגננה הפך לניצחון מוחץ; קטמון [א2] נפלה [/א2] וירושלים המערבית אוחדה.",VAGUE
124.48.156,124,48,156," בשיעורי החינוך המיני [א1] פנה [/א1] המורה לביולוגיה תמיד דווקא אליה בשאלות: ""זה הצחיק אותו מאוד שתמיד הסמקתי"". כאשר מנהל בית-הספר התיכון קלאנמצה במינכן [א2] אסר [/א2] על מליה להופיע במטפחת ראש היא נאלצה לעבור לבית-ספר תיכון אחר בנויהאוזר.",BEFORE
133.42.166,133,42,166," בעיירה לאביאנו, למשל, הוקצבו בממוצע כ036 דולר לנפש. מי [א1] שחולש [/א1] על הכספים הוא ראש העיר [א2] הקשור [/א2] בארגוני הפשע.",EQUAL
131.44.111,131,44,111," יש לליכוד אומץ להתעמת עם ארה""ב והאו""ם, ובעיקר יש לו אומץ לצאת לעוד מלחמה רק לא לדבר. כי מה הפחד הגדול ממלחמה: מניע תמיד יש, הצדקה לא קשה למצוא והמלחמה גם [א1] מונעת [/א1] את ההידברות [א2] וחוסכת [/א2] את הצורך להתפשר.",BEFORE
2.18.95,2,18,95," חוסר ניסיון ועלילה זדונית באים לביטוי בקטע המאמר [א1] הדן [/א1] בנושא ""רצח הנזירות"". כל ישראלי [א2] המנוסה [/א2] בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר שנע ממולך.",AFTER
124.39.147,124,39,147," האב והדודה [א1] נעצרו [/א1] והבנות עברו שטיפת קיבה. עובדות מרכזי חירום לילדות [א2] שסבלו [/א2] מהתעללות מינית בברלין, מספרות על מקרי התעללות מינית רבים של אבות בבנותיהם.",AFTER
31.2.87,31,2,87," במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא הנהיגה ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי. שוחרי השוק החופשי ותומכי ההתערבות הממשלתית גם יחד התבוננו בהשתאות אל הנעשה בארץ הקיווי: האם [א1] תגשים [/א1] דווקא מפלגה סוציאל-דמוקרטית את חזונו של מילטון פרידמן? בחודש שעבר, כתום קרוב לשש שנות שלטון, [א2] בעטו [/א2] בוחרי ניו-זילנד במפלגת העבודה, והחזירו לשלטון את המפלגה השמרנית.",VAGUE
98.2.20,98,2,20," רובינסון נתמכה רשמית על ידי שתי מפלגות שמאל הלייבור והוורקרס כלומר מפלגת העבודה והסוציאליסטים. אולם 25% מן הקולות בהם זכתה בסיבוב השני של הבחירות, [א1] המבוססות [/א1] על שיטה מסובכת למדי, [א2] משקפים [/א2] הרבה מעבר לכוחן של שתי המפלגות גם יחד.",BEFORE
124.57.183,124,57,183," בעיקר חשוב שהבנות ילכו לבית-ספר גרמני [א1] וילמדו [/א1] הרבה, אמרה האם. ""כל כך הייתי [א2] רוצה [/א2] לעשות בחינות בגרות"".",AFTER
30.0.3,30,0,3,"יש כמה עסקני ספורט, בעיקר הוותיקים [א1] והמשופשפים [/א1] שבהם, המתפקדים תחת לחץ כאילו הזמן אוזל ויש להספיק לעשות הכל ומהר ובכל מחיר. הם מציירים מטרות על הגלובוס, ואחר כך [א2] מוצאים [/א2] סיבות שונות ומשונות להגיע אל המטרה.",BEFORE
98.5.30,98,5,30, היא היתה ידועה בציבור האירי בעיקר בזכות מאבקיה למען זכויות האדם והאזרח. גם לאחר בחירתה [א1] חזרה [/א1] והצהירה שתיאבק בעד חוק גירושין והפצת אמצעי מניעה שני אלמנטים מרכזיים בהם [א2] נאבקת [/א2] קשות הכנסייה הקתולית וכן בעד התפייסות עם צפון אירלנד.,AFTER
138.5.39,138,5,39," השמרנים הגיעו למקום שלישי אחרי הלייבור והדמוקרטים הליבראלים. בעיר בוטל, שהיתה מאז ומתמיד מעוז של הלייבור, [א1] הגדיל [/א1] הלייבור את הרוב שלו על חשבון השמרנים, כשאלה [א2] ירדו [/א2] עוד ב01%.",AFTER
2.2.18,2,2,18," קטעי המאמר [א1] העוסקים [/א1] בקרב עצמו, ושרק אליהם אתייחס, מאופיינים בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי. וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", [א2] מרמזת [/א2] כי ייתכן שבמנזר כלל לא התנהל קרב.",VAGUE
133.29.102,133,29,102," ב61 בספטמבר [א1] נרצח [/א1] סמל משטרה בידי זרועות הפשע המאורגן. קרובי משפחתו סירבו להניח על ארונו את זר עלי הדפנה [א2] ששלח [/א2] נשיא המדינה, שכן המרירות נגד אוזלת-ידה של רומא גוברת.",BEFORE
42.1.17,42,1,17," מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן [א1] מתייחסת [/א1] בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",BEFORE
34.26.137,34,26,137," נהפוך הוא: ככל שחולף הזמן [א1] ירבו [/א1] ההתנחלויות היהודיות ויגבר הפונדמנטליזם האיסלמי. התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו [א2] טוען [/א2] שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל מבין לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים.",AFTER
133.35.125,133,35,125," אומנם תוכנית זו רחוקה מהמציאות הפוליטית והכלכלית של איטליה, אבל היא [א1] מעידה [/א1] על הלך הרוח. רומא הפוליטית [א2] מודאגת [/א2] מאוד מהתפתחויות אלה, אף שחלק ממנהיגיה קשור בדרך זו או אחרת בפשע המאורגן.",EQUAL
131.6.10,131,6,10," בכל פעם ששרון [א1] טוען [/א1] שצריך סדר חדש, אני מעמידה כנגד טענתו שש מאות סימני שאלה. ירושלים לכולם היתה רוצה ממשלתנו לספק פתרונות דיור הולמים: למיליון עולים חדשים, לזוגות צעירים, ליוצאי צה""ל, לחסרי דיור ועוד זאת גם [א2] כשמדובר [/א2] בגיוס משאבים עצומים בארץ ובחו""ל.",VAGUE
34.14.39,34,14,39," אפשר לנוד למעצמה החזקה בעולם, מעוז זכויות האדם ושוויון המינים, שעל-פי דרישת המארחים הערבים הוציאה הוראה האוסרת על חיילות אמריקאיות לנהוג במכונית מחוץ לבסיסי הצבא (שמא [א1] ירעילו [/א1] את מוחן של נשות סעודיה). אבל אפשר שהאמריקאים [א2] לומדים [/א2] בימים אלה פרק חשוב בהבנת המזרח התיכון.",AFTER
133.36.142,133,36,142," רומא הפוליטית מודאגת מאוד מהתפתחויות אלה, אף שחלק ממנהיגיה קשור בדרך זו או אחרת בפשע המאורגן. ועדה פרלמנטרית עוקבת באחרונה אחרי אלפי מיליארדים של לירטות, [א1] שהוזרמו [/א1] לדרום אחרי רעש האדמה של נובמבר 0891, שבו כפרים [א2] נהרסו [/א2] כליל, נהרגו 3,100 ונרשמו 200,000 חסרי-גג.",AFTER
124.52.164,124,52,164," למעשה, מכתב של המרכז האיסלמי בקלן להורים טורקיים אסר על תלמידות טורקיות כל השתתפות בשיעורי התעמלות, ובעיקר בשיעורי שחייה. בגיל 71 [א1] הוציא [/א1] אביה את מליה מבית-הספר, שכן לא [א2] רצה [/א2] להסתכן עוד בלימודיה בכיתה מעורבת.",AFTER
138.2.22,138,2,22," גורמים [א1] המקורבים [/א1] לתאצר אמרו שהיא רואה בשר החוץ, דאגלס הרד, את יורשה במקרה של ""תקרית אוטובוס"", מונח שמשתמשים בו כדי לציין למי למסור את השלטון אם המנהיג יידרס. הלחץ המחודש להחליפה התעורר בעקבות תבוסה [א2] צורבת [/א2] לשמרנים בבחירות המשנה לפרלמנט בשני מחוזות.",BEFORE
120.9.24,120,9,24," היום כבר [א1] מודפסים [/א1] 001 עותקים. האלבומים ניתנים ללא תמורה למוזיאונים בארץ, לחוגים לתולדות האמנות, למרכזים קהילתיים ועוד, ""וזאת בעצם מטרת העניין, להפיץ אמנות, ושאנשים [א2] יבואו [/א2] במגע אתה"".",BEFORE
26.4.20,26,4,20," אלא שגם הדיווח הענייני, המהיר, ב""מצב הרוח"" [א1] מחטיא [/א1] במעט את המטרה. שידורי אפוסטרוף בערוץ השני [א2] סיפקו [/א2] הזדמנות לעקוב אחר התוכנית ברציפות, אם כי באיחור של זמן.",AFTER
54.8.43,54,8,43," בכירים במחנה לוי, [א1] שראו [/א1] כיצד מתייחס שרון אל סלוצקי, הביעו כעס רב על שר החוץ, ש""נטש חלק מנאמני המחנה המכהנים במשרות בכירות בחברות השיכון הממשלתיות ובמשרד השיכון"" כדבריהם. הם טענו כי מעמדם [א2] נמצא [/א2] עתה בסכנה, עקב קירבתם ללוי, וכי שר החוץ עצמו אינו נחלץ להגן עליהם.",BEFORE
